21637	21334	1
8188	22200	0
12015	16772	1
7158	17566	1
1322	4957	0
30067	11774	0
3291	3188	0
4792	27254	1
15475	1023	0
6390	19733	0
11343	8980	0
13014	17467	0
15228	11489	1
4224	21850	1
13948	26435	0
7616	8729	0
27478	12680	1
5817	8472	0
16345	28430	1
14911	9771	0
29144	2097	0
22500	23945	0
6211	6949	1
2309	12488	1
13991	2486	1
11196	14764	1
3968	14884	0
21516	13240	1
11164	23132	1
9277	4049	0
25554	15934	0
25724	17732	0
15750	7823	1
123	24014	0
1289	8295	1
17363	7677	0
16141	19802	1
18442	25929	1
17287	17566	1
10817	72	1
16799	28060	0
16420	15787	0
1358	16654	1
26054	29371	0
20669	2505	1
14882	7432	1
7024	23428	0
6579	2486	1
6814	27843	0
26723	24078	1
2742	8224	0
3979	29783	0
27148	17308	1
8652	22214	0
23225	5503	1
25035	28430	1
29470	25590	0
11164	19492	1
17189	6949	1
25035	3117	1
6949	29338	1
19340	22749	0
5342	6211	1
6949	8182	1
22574	17035	1
22333	8606	1
201	24829	0
21637	13939	1
15526	2175	1
1289	10621	1
23179	12642	0
11489	11164	1
28727	19485	1
7158	11196	1
29559	7216	1
23064	22510	1
10943	24651	0
18086	17566	1
18441	24667	0
26450	3763	0
15946	72	1
17521	13804	1
18018	11130	0
10065	15946	1
2681	1273	0
12680	6464	1
13156	5673	0
25745	24757	1
26723	13939	1
18085	24325	0
4718	14539	0
18015	17287	0
5863	463	1
8182	72	1
1013	7711	0
25177	4070	1
24698	29626	0
16628	12728	0
13632	10662	0
28696	14495	1
29305	21334	1
15750	13168	1
3621	29634	1
13991	12363	1
7319	853	0
28401	17384	1
25724	5639	1
13804	9919	1
26390	25755	0
26470	1372	0
13082	16442	0
4639	12540	0
16301	21377	0
8383	5475	1
23775	29007	0
17287	6949	1
7159	6450	0
29305	5475	1
22789	24129	0
9444	4742	0
26723	7158	1
13049	5212	0
23932	26723	1
3994	2633	0
12102	17308	1
6589	2241	0
21637	23225	1
11061	21476	0
23586	463	1
14912	6268	1
27148	14882	1
7840	72	1
3891	3086	0
28430	21633	1
14882	6949	1
19643	28020	0
28727	20619	1
14882	14882	1
10566	6464	1
7350	17035	0
7840	25735	1
7778	19610	0
25035	13108	1
19755	18074	0
16914	27019	0
13190	9282	0
20599	24407	0
22767	6949	1
15078	22871	0
5281	10517	0
22830	19805	0
7290	5169	1
14849	22778	1
27177	2392	0
29781	18460	0
24956	2886	0
18831	29559	1
27343	7615	0
18442	5475	1
3518	8194	0
21326	22284	0
6199	28443	0
22266	19663	0
15346	13939	1
21701	18164	0
11196	25929	1
17384	463	1
21319	5033	0
15228	9017	1
6034	17308	1
20207	11396	0
13164	17620	1
3437	1197	0
15346	21334	1
4772	10940	0
6634	9821	0
17767	6268	1
19802	16866	1
12961	14150	0
27254	18651	1
7012	12680	1
19622	9744	0
25513	18032	0
